Article Title,Abstract,Publication Year
Bankruptcy Risk Prediction using Artificial Intelligence: An Empirical Study of the Slovak Chemical Industry,"Research background: Bankruptcy prediction is important in business management, especially in the context of increasing competitiveness. Assessing the financial health of business entities using various models is an important area in not only scientific research, but also business practice. Comparing financial results and bankruptcy risk estimation is also important in economic practice. Purpose of the article: This study aims to apply an artificial neural network ( ANN) to predict the bankruptcy of non-financial corporations in the chemical industry of the Slovak Republic. We compared the results of artificial neural network with logistic regression. Methods: We used multi-layer perceptron artificial neural network (ANN-MLP) with feed-forwarded connections and back-propagation (BP) type of learning for prediction the bankruptcy of non-financial corporations in the chemical industry of Slovakia. We tested nine prediction models on a sample of 663 chemical companies in Slovakia from 2020 and 2021, while we used five financial indicators. The results were compared with logistic regression. Findings & Value added: An optimal neural network model was created for predicting risk bankruptcy in the chemical industry of the Slovak Republic. Our model can be applied in countries with undeveloped capital markets. We constructed an optimal network for the chemical industry using five financial indicators on the input layer in combination with one hidden layer (eight hidden nodes). All models achieved high accuracy.",2023
An Improved Ensemble Method With Data Resampling for Credit Risk Prediction,"The increasing complexity and dynamic nature of financial data present significant challenges in accurately predicting credit risk, a critical task in the banking and finance sector. The application of machine learning (ML) in credit risk prediction has been hindered by the imbalanced nature of credit datasets. This study proposes an improved approach for predicting credit risk using a stacked ensemble method combined with a hybrid data resampling technique. The ensemble comprises random forests, logistic regression, and a convolutional neural network (CNN) as base learners, with the multilayer perceptron (MLP) serving as a meta-learner. To address the data imbalance, the Synthetic Minority Over-sampling Technique and Edited Nearest Neighbors (SMOTE-ENN) technique were applied. The proposed approach is benchmarked against other well-performing classifiers, including random forest, logistic regression, MLP, and CNN. The integration of hybrid data resampling with a robust stacking ensemble significantly enhanced credit risk prediction, with the proposed approach achieving sensitivity and specificity of 0.921 and 0.946 for the Australian dataset and 0.928 and 0.891 for the German dataset. Also, the stacked classifier achieved a sensitivity and specificity of 0.000 and 1.000 before data resampling for the Credit Risk Classification dataset with an accuracy of 0.7644. After data resampling, the accuracy, sensitivity, and specificity are 0.8056, 0.7989 and 0.8125, respectively. On the other hand, using the credit risk analysis for the extended banking loans dataset, the accuracy, sensitivity and specificity of the stacked classifier before data resampling are 0.8429, 0.6316, and 0.9216, respectively. After data resampling, the accuracy, sensitivity and specificity scores of the stacked classifier trained using the credit risk analysis for the extended banking loans dataset are 0.9632, 1.0000, and 0.9242, respectively. This shows that after data resampling, the performance of the stacked classifier trained using the credit risk analysis for the extended banking loans dataset outperformed other models.",2025
RETRACTED: Deep Learning-Driven Financial Management Innovation Upgrade for Universities (Retracted Article),"This study aims to improve the quality of college financial management and reduce the risk of college financial management, and a college financial system based on multiscale deep learning is designed in this paper. This paper designs a university financial system based on multiscale deep learning. In the hardware design, the system adds multiple sensors and scans all the information in the financial database using a coordinator. In the software design, the weights that can connect the financial information of the same attribute are set by establishing a database form; according to the multilayer perceptual network topology, a full interconnection model based on multiscale deep learning is designed to realize the system's deep extraction of data. The experimental results show that the financial risk is based on the risk warning capability for university finance, and compared with the system under the traditional design, the university finance system designed at this time has the most categories of financial information parameters extracted.",2022
GARCHNet: Value-at-Risk Forecasting with GARCH Models Based on Neural Networks,"This paper proposes a new GARCH specification that adapts the architecture of a long-term short memory neural network (LSTM). It is shown that classical GARCH models generally give good results in financial modeling, where high volatility can be observed. In particular, their high value is often praised in Value-at-Risk. However, the lack of nonlinear structure in most approaches means that conditional variance is not adequately represented in the model. On the contrary, the recent rapid development of deep learning methods is able to describe any nonlinear relationship in a clear way. We propose GARCHNet, a nonlinear approach to conditional variance that combines LSTM neural networks with maximum likelihood estimators in GARCH. The variance distributions considered in the paper are normal, t and skewed t, but the approach allows extension to other distributions. To evaluate our model, we conducted an empirical study on the logarithmic returns of the WIG 20 (Warsaw Stock Exchange Index), S&P 500 (Standard & Poor's 500) and FTSE 100 (Financial Times Stock Exchange) indices over four different time periods from 2005 to 2021 with different levels of observed volatility. Our results confirm the validity of the solution, but we provide some directions for its further development.",2024
Token-Based Adaptive Time-Series Prediction by Ensembling Linear and Non-Linear Estimators: A Machine Learning Approach for Predictive Analytics on Big Stock Data,"With technological advancements, big data can be easily generated and collected in many applications. Embedded in these big data are useful information and knowledge that can be discovered by machine learning and data mining models, techniques or algorithms. A rich source of big data is stock exchange. The ability to effectively predict future stock prices improves the economic growth and development of a country. Traditional linear approaches for prediction (e.g., Kalman filters) may not be practical in handling big data like stock prices due to highly nonlinear and chaotic nature. This lead to the exploitation of various nonlinear estimators such as the extended Kalman filters, expert systems, and various neural network architectures. Moreover, to lessen the potential shortcomings of individual algorithms, ensemble approaches have been created by averaging values across different algorithms. Existing ensemble techniques mostly basket-together a collection of sample-based algorithms that are catered to nonlinear functions. To the best of our knowledge, traditional linear estimators have not yet been incorporated into such an ensemble. Hence, in this paper, we propose a machine learning (\specifically, token-based ensemble) algorithm that utilizes both linear and nonlinear estimators to predict big financial time-series data. Our ensemble consists of a traditional Kalman filter, long short-term memory (\LSTM) network, and the traditional linear regression model. We also explore the adaptive properties in short-term high-risk trading in the presence of noisy data like stock prices and demonstrate the performance of our ensemble.",2018
Modeling Price and Risk in Chinese Financial Derivative Market with Deep Neural Network Architectures,"As rapid growth, Chinese financial derivative market is holding increasingly large proportions in entire domestic capital market as well as in global shares. To the nature of derivative instruments, plenty of market data features (such as prices and trading volumes) and off-market factors (such as financial news and policies) can directly impact on the price and risk in Chinese financial derivative markets, which is becoming more and more infeasible to model by using only traditional financial models and hand-crafted features. To alleviate the issue, in this paper we introduce some state-of-art deep neural network architectures and model two significant futures market price and risk indicators that are widely used by Chinese regulators, which are turn-over ratio (ratio of daily trading volumes and daily open interest volumes) and price basis (gap between futures price and corresponding spot product price). The extensive experimental results show that deep learning methods perform better prediction accuracy than traditional methods, among which convolutional LSTM achieves better results in most cases as it can capture local time-variant patterns. In addition, we also propose methods to exploit alternative off-market features (such as social media emotions and Baidu Search Index) with DNN models, which are proven beneficial to the price and risk prediction by rendering extra information than only market data.",2020
Explainable Model of Credit Risk Assessment Based on Convolutional Neural Networks,"Credit Risk Assessment estimates the probability of loss due to a borrower's failure to repay a loan or credit. Therefore, one of the principal challenges of financial institutions is to lower the losses generated by leading financial resources to possible default clients. Current models for Credit Risk Assessment used by the industry are based on Logistic regression (LR), thanks to their operational efficiency and interpretability. However, Deep Learning (DL) Algorithms have become more attractive than conventional Machine Learning due to their best general accuracy. However, Models for Credit Risk Assessment based on DL have a problem because their complexity makes them difficult for humans to interpret. Additionally, international regulations for financial institutions require that models be interpretable. In this work, we propose the use of a model based on Convolutional Neural Networks (CNN) and SHapley Additive exPlanations (SHAP) to generate a more accurate and explainable model than LR models. In order to demonstrate its efficacy, we use four datasets commonly used to benchmark classification algorithms for credit scoring. The results show that the method proposed is more accurate than LR for large datasets (more than 5900 samples), with an improvement in accuracy up to 12.3%.",2022
Innovation in Financial Enterprise Risk Prediction Model: A Hybrid Deep Learning Technique Based on CNN-Transformer-WT,"In the context of predicting financial risks for enterprises, traditional methods are inadequate in capturing complex multidimensional data features, resulting in suboptimal prediction performance. Although existing deep learning techniques have shown some improvements, they still face challenges in processing time series data and detecting extended dependencies. To address these issues, this paper proposes an integrated deep learning framework utilizing Convolutional Neural Network (CNN), Transformer model, and Wavelet Transform (WT). The proposed model leverages CNN to derive local features from the data, employs the Transformer to capture long-term dependencies, and uses WT for multiscale analysis, thereby enhancing the accuracy and stability of predictions. Experimental results demonstrate that the CNN-Transformer-WT model performs excellently across various datasets, including Kaggle Dataset (Credit Card Fraud Detection Dataset), Bank Marketing Dataset, and Yahoo Finance Historical Stock Market Dataset.",2024
Privacy-Secured Early Detection of Smartphone Users in Danger at Stations Using Depth Sensor and Deep Learning,"The installation of platform doors at train stations has been widely adopted as a preventative measure against the increasing incidents of falls from station platforms. Despite this safety initiative, financial constraints mean that only approximately 10% of stations in countries like Japan are currently equipped with these doors. Over the years, there has been a noticeable reduction in the number of accidents related to platform falls; however, the incidence of falls attributed to smartphone usage has remained consistently high, without any significant reduction. In response to this persistent issue, our research team has investigated the potential of utilizing depth cameras to detect and alert smartphone users at risk of accidents. To achieve this, we gathered and analyzed data from both individuals using smartphones and those who were not, employing advanced deep learning techniques to accurately distinguish between the two groups. Our approach leveraged the capabilities of the Dynamic Graph Convolutional Neural Network (DGCNN), which excels in capturing intricate local patterns in data that traditional models like PointNet often miss. Remarkably, the DGCNN demonstrated high precision in identifying smartphone users who might be at greater risk of accidents due to their distraction. Moreover, we optimized the learning process by incorporating a downsampling technique into our methodology, which significantly enhanced the model's efficiency and accuracy. This was particularly effective in reducing the number of training epochs needed, thereby speeding up the training process without compromising the quality of the results. Our findings confirmed that this approach not only improves the accuracy of detecting at-risk individuals but also reduces the overall training time, making it a practical solution for real-world applications.",2024
A hybrid model integrating artificial neural network with multiple GARCH-type models and EWMA for performing the optimal volatility forecasting of market risk factors,"The 2008 financial crisis has highlighted the lack of precision in the market risk metrics that financial institutions must report to the regulator. The use of Machine Learning techniques in stock markets and the treasury (Front-Back Office) of financial institutions is a key tool for optimizing its own resources, internal processes and risk measures. We propose a hybrid methodology to better capture the volatility of market risk factors with Value-at-risk models in periods of stress, but also in periods of stability compared to traditional metrics. This hybrid model uses different types of artificial neural networks and traditional metrics to perform the optimal forecast of volatility applied to the main market risk nodes of the Spanish stock market. We use data from the following main market risk factors: returns on Santander Bank shares, the Spanish Stock Market Index, Euro/Dollar exchange rates and the index that measures the total return performance of a funded long credit position in the on-the-run iTraxx Crossover 5-Year-Index. Our contribution is a hybrid model that combines correct sequential pattern learnings with an improved prediction performance in the volatility of market risk factors. Our findings show that the Support Vector Machine and the Long-Short-Term Memory Model present better prediction results in all factors in the stability periods. Therefore, the proposed method is promising for application in risk management systems.",2024
Abnormal behavior identification of enterprise cloud platform financial system based on artificial neural network,"This paper presents an effective and accurate method to analyze the network traffic risk of enterprise public cloud financial system by using deep learning algorithm. To build the analytical model, the collected data is preprocessed to extract relevant features that contribute to risk analysis. The pre-processed data is used to train the deep learning model. The model is designed to learn patterns and relationships in network traffic data. The network traffic risk analysis module is constructed by combining the deep learning model with the system architecture of the enterprise public cloud financial system. Through a trained deep learning model, the module is able to accurately identify abnormal behavior in network traffic and provide corresponding risk assessments. The results show that the proposed system module can accurately identify abnormal behavior in network traffic and provide risk assessment.",2024
SF-Transformer: A Mutual Information-Enhanced Transformer Model with Spot-Forward Parity for Forecasting Long-Term Chinese Stock Index Futures Prices,"The complexity in stock index futures markets, influenced by the intricate interplay of human behavior, is characterized as nonlinearity and dynamism, contributing to significant uncertainty in long-term price forecasting. While machine learning models have demonstrated their efficacy in stock price forecasting, they rely solely on historical price data, which, given the inherent volatility and dynamic nature of financial markets, are insufficient to address the complexity and uncertainty in long-term forecasting due to the limited connection between historical and forecasting prices. This paper introduces a pioneering approach that integrates financial theory with advanced deep learning methods to enhance predictive accuracy and risk management in China's stock index futures market. The SF-Transformer model, combining spot-forward parity and the Transformer model, is proposed to improve forecasting accuracy across short and long-term horizons. Formulated upon the arbitrage-free futures pricing model, the spot-forward parity model offers variables such as stock index price, risk-free rate, and stock index dividend yield for forecasting. Our insight is that the mutual information generated by these variables has the potential to significantly reduce uncertainty in long-term forecasting. A case study on predicting major stock index futures prices in China demonstrates the superiority of the SF-Transformer model over models based on LSTM, MLP, and the stock index futures arbitrage-free pricing model, covering both short and long-term forecasting up to 28 days. Unlike existing machine learning models, the Transformer processes entire time series concurrently, leveraging its attention mechanism to discern intricate dependencies and capture long-range relationships, thereby offering a holistic understanding of time series data. An enhancement of mutual information is observed after introducing spot-forward parity in the forecasting. The variation of mutual information and ablation study results highlights the significant contributions of spot-forward parity, particularly to the long-term forecasting. Overall, these findings highlight the SF-Transformer model's efficacy in leveraging spot-forward parity for reducing uncertainty and advancing robust and comprehensive approaches in long-term stock index futures price forecasting.",2024
An Optimized BP Neural Network Model and Its Application in the Credit Evaluation of Venture Loans,"With the rapid development of entrepreneurship loans in China, the construction of a credit evaluation system of risk loans has become an important financial safeguard measure. This paper mainly studies the following three aspects. Firstly, in view of the subjective factors in the approval process of venture loans, based on the credit evaluation system of commercial banks and the data characteristics of venture loans, a credit evaluation system based on venture loans is constructed. Secondly, the randomized uniform design method is used to improve the population initialization method to realize the uniform distribution of the individual population. Finally, aiming at the problem of low efficiency of venture loan audit, this paper proposes an optimized BP neural network to evaluate the venture loan. Especially, through data processing, a credit index system is constructed, and then the optimized BP neural network model is determined in parameters. The model contains 15 input nodes, 1 hidden layer, and 2 output layers. Finally, the simulation shows that the optimized BP neural network model has obvious advantages in the loan evaluation. This paper includes the development status of credit evaluation of venture loans is empirically studied by using an optimized BP neural network model of nonexpected output.",2022
An Intelligent Market Capitalization Predictive System Using Deep Learning,"Business forecast is a biggest factor which generally affects the economical condition of any Financial Industry. If the forecast model is not a better one then it can cause liquidation and spoil the trust of customers in the market. Early predictions based on social media clients' opinion plays a major role in order to reduce risk on business and keep the trust of customer. According to the survey done by Fintech's world topic analysis is treated as one of the vital factor used for the determination of client's trends and for forecast analysis. Here we have performed a comparative analysis upon the social media data provide by Twitter in order to get an idea about the perception and understanding of clients' requirements across the world. For the experimentation purpose we have used Tweeter data for tweet analysis, for stock price we have yahoo finance data and for number of stocks we have used morning star data set. For the processing of Tweets given by the clients we have built an automated system using Deep Learning. Here the problem is divided in to 2 parts. In first part Text classification is done using Tensorflow and Keras, Latent Dirichlet allocation (LDA), Natural Language Toolkit (NLTK-NLP).In this part using topic analysis the past tweet history is analyzed. In second part we are predicting forecastto identify multiple key business factors using Long Short term Memory (LSTM) using python/Rto. The actual aim of the system is to discover the effect of 3 fundamental parameters like security breaches, innovation, and stock exchange which are present in tweet given by the customers. Here the analysis is done on the last ten years tweets given by the clients for prediction of upcoming seven-day as well as monthly Market Cap. The actual intention of the work done here is to uncover the major diversity among two banks and bridge up the 3 gaps data breach, innovation and stock exchange in the available models. The latest information obtained in the system offers advantages to both Bank and customers to forecast Market value for the unbeaten estimation. We have obtained a prediction accuracy of 70.74% and 54.55% for monthly prediction and for weekly prediction we have obtained accuracy of 83.44% and 76.06% for Bank A and Bank B.",2018
A Novel Risk-Perception Model Based on Blockchain for Supply Chain Finance of China Real Estate,"More than 220 enterprises in China's real estate industry have gone bankrupt, causing serious losses. The National Bureau of Statistics of China showed that the country's investment in property development fell by 8.5% year -on -year, while domestic lending dropped by 11.5% and the use of foreign capital fell by 43%. Upon this, the development of supply chain finance can alleviate the pressure on enterprise funds and stabilize the real estate market. However, risk in supply chain finance is the biggest obstacle to the development of supply chain finance and current researches on risk assessment of supply chain finance face problems such as imprecise classification, slow assessment speed, a small number of samples, and data that is easily tampered with. Therefore, this study integrated graph convolutional neural networks into the smart contracts of the contract layer of blockchain. This integration established a novel intelligent perception model for supply chain finance risk. Based on a consortium chain with the government and enterprises as nodes, the model was established, including risk monitoring, assessment, and categorized early warnings. In the risk assessment part, we compared the graph convolutional neural network with multilayer perceptron and support vector machine finding that the accuracy rate of the graphic convolutional neural network is 94%, which is higher than the above models. The intelligent risk -perception model proposed in this paper operates faster than expert judgment assessments used by banks. It also provides accurate risk levels and quantifies the probability of enterprises being classified as high -risk, offering technical support to regulatory authorities in controlling supply chain financial risk.",2024
NMal-Droid: network-based android malware detection system using transfer learning and CNN-BiGRU ensemble,"Currently, malware activities pose a substantial risk to the security of Android applications. These risks are capable of stealing important information and causing chaos in the economy, social structure, and financial sector. Malicious network traffic targets Android applications due to their constant connectivity. This study develops the NMal-Droid approach for network-based Android malware detection and classification. First, we designed a packet parser algorithm that filters the combination of HTTP traces and TCP flows from PCAPs (Packet Capturing) files. Second, the fine-tune embedding approach is developed that uses a word2vec pre-trained model to analyze features' embeddings in three different ways, i.e., random, static, and dynamic. It is used to learn and extract feature-matrix matrices with related meanings. Third, The Convolutional Neural Network (CNN) is used to extract effective features from embedded information. Fourth, the Bi-directional Gated Recurrent Unit (Bi-GRU) neural network is designed to compute gradient computation in the context of time-forward and time-reversed. Finally, a multi-head ensemble of CNN-BiGRU is developed for accurate malware classification and detection. The proposed approach is evaluated on five different activation functions with 100 filters and a range of 1-5 kernel sizes for in-depth investigation. An explainable AI-based experiment is conducted to interpret and validate the proposed approach. The proposed method is tested using two big Android malware datasets, CIC-AAGM2017 and CICMalDroid 2020, which comprise a total of 10.2k malware and 3.2K benign samples. It is shown that the proposed approach outperforms as compared to the state-of-the-art methods.",2024
A multi-scale convolutional neural network-based model for clustering economic risk detection,"After the public health event of COVID-19, more academics are looking into how to predict combined economic hazards associated with public health incidents. There are currently just a few approaches for detecting aberrant behaviour in aggregated financial risk, and most only work after the economic risk has already been inappropriately aggregated. As a result, we provide a multi-scale convolutional neural network-based model for clustering financial risk anomaly detection (MCNN). First, we use MCNN to train a model for counting economic risks that are used to evaluate aberrant risk aggregating data. Second, we can use the test results to extract the financial risk statistics and economic risk precursor coordinate points. Then, we calculate the economic risk distribution entropy, distance, potential energy and density. To train the three elements of the development state and create the prediction model, we finally use the particle swarm optimization-based extreme learning machine (PSO-ELM). The results of the experiments demonstrate that, in comparison to existing algorithms, our model can efficiently realize early warning and detect abnormal behaviours of aggregated economic risks with high timeliness. Additionally, our method achieves a forecast accuracy of 97.68% and can give additional time to take emergency action.",2023
Crop Disease Diagnosis using Deep Learning Models,"Diseases and pesticides are the most common problems of wheat being faced by the farmers. These are commonly formed due to improper land preparation, unconditional rains, variable climate conditions, and irregular watering. The impact of these factors on the wheat crop could ultimately affect the economy of the country. Timely detection of the diseases could avoid many financial and time-based losses and help in applying relevant disease management methods. The old manual methods of detecting the diseases are based on personal observations. These have not much contributed due to: a) High frequency of errors, b) Time consuming, c) In case of detecting the large area of the crop by the humans, the observation may not be accurate, d) Risk of spreading disease while applying manual methods. User-friendly applications with self-learning ability are primarily required to help the farmers to deal with the disease problems. In this paper, an effective and efficient approach has been presented for the timely diagnosis of wheat disease and to provide relevant management methods. This user-friendly application facilitates various types of users in the management of crop diseases. The data set has been obtained from online sources and Convolutional Neural Network (CNN) has been used to train the data. The proposed approach has gained significant accuracy in the detection of diseases.",2020
Predicting the Distress of Financial Intermediaries using Convolutional Neural Networks,"Over the past 15 years, the United States has faced two major economic events - the 2008 financial meltdown and the 2019 Shadow Bank crisis. Now, it faces a new financial emergency brought on by COVID-19. Financial intermediaries comprise institutions such as banks, mutual funds, insurance companies, real estate investment trusts, among others, and are a significant part of economic stability. Too big to fail has become a well-known phrase. Therefore, being able to predict the financial distress of a financial intermediary is very important. Traditionally, the Altman Z-score (or a variation thereof), has been used to predict bankruptcy. It uses 5 key financial ratios to create an index score, or Z-score. Predicting financial distress, however, also accounts for companies that may not be currently on the path to bankruptcy, but may be in the future. Contemporary research has shown that combining sentiment analysis with ratio analysis improves the prediction. Our methodology uses both financial ratios and sentiment, but also includes the London Interbank Offered Rate (LIBOR), and the keywords Going Concern and Concentration Risk. Using a Convolutional Neural Network, we classified financial intermediaries as either distressed or not distressed with an accuracy of 88.24%.",2021
A Deep Learning Model for Pediatric Patient Risk Stratification,"OBJECTIVES: Current models for patient risk prediction rely on practitioner expertise and domain knowledge. This study presents a deep learning model-a type of machine learning that does not require human inputs-to analyze complex clinical and financial data for population risk stratification. STUDY DESIGN: A comparative predictive analysis of deep learning versus other popular risk prediction modeling strategies using medical claims data from a cohort of 112,641 pediatric accountable care organization members. METHODS: Skip-Gram, an unsupervised deep learning approach that uses neural networks for prediction modeling, used data from 2014 and 2015 to predict the risk of hospitalization in 2016. The area under the curve (AUC) of the deep learning model was compared with that of both the Clinical Classifications Software and the commercial DxCG Intelligence predictive risk models, each with and without demographic and utilization features. We then calculated costs for patients in the top 1% and 5% of hospitalization risk identified by each model. RESULTS: The deep learning model performed the best across 6 predictive models, with an AUC of 75.1%. The top 1% of members selected by the deep learning model had a combined healthcare cost $5 million higher than that of the group identified by the DxCG Intelligence model. CONCLUSIONS: The deep learning model outperforms the traditional risk models in prospective hospitalization prediction. Thus, deep learning may improve the ability of managed care organizations to perform predictive modeling of financial risk, in addition to improving the accuracy of risk stratification for population health management activities.",2019
CNC milling cutters condition monitoring based on empirical wavelet packet decomposition,"Machining is a versatile field in the manufacturing industry. In milling operations, tool wear is considered the most critical factor affecting the surface quality of the milled piece. Furthermore, the gradual tool wear impacts the milling process, leading to significant downtime, which has serious financial consequences. Unavoidably, a sustainable and reliable condition monitoring system must be developed to reduce the risk of downtime and enhance production quality. The deployment of prognostic and health management (PHM) solutions is becoming increasingly important. It is regarded as one of the main levers for monitoring tool wear status. In this paper, a novel methodology is proposed for extracting pertinent health indicators (HIs) that reflect the degradation behavior of a set of milling cutters and estimating their remaining useful lives (RULs). First, a new time-frequency signal-analysis approach, titled empirical wavelet packet decomposition (EWPD), is proposed to scrutinize the data collected via multi-sensor acquisition. This technique provides a new segmentation of the signal's Fourier spectrum, distributed on levels, to investigate a broader variety of frequency bands and enhance the traditional segmentation structure's performance. Second, a new health indicator is designed based on an innovative selection of the time-domain features computed for each frequency band over each level. Finally, the long short-term memory (LSTM) network is used to estimate the RUL of each cutter. A comparison between the suggested processing method and the wavelet packet transform (WPT) is made to support the hypothesis regarding the effectiveness of the proposed technique. Experimental outcomes seem to be satisfying.",2023
Bagging Supervised Autoencoder Classifier for credit scoring,"Automatic credit scoring, a crucial risk management tool for banks and financial institutes, has attracted much attention in the past few decades. As such, various approaches have been developed to accurately and efficiently estimate defaults in loan applicants and seamlessly improve and facilitate decision-making in the lending process. However, the imbalanced nature of credit scoring datasets, as well as the heterogeneous nature of features in credit scoring task pose many challenges in developing and implementing effective credit scoring models, targeting the generalization power of classification models on unseen data. To mitigate these challenges, in this paper, we propose the Bagging Supervised Autoencoder Classifier (BSAC). BSAC is a learning model which simultaneously leverages the superior power of supervised autoencoders and representation learning in classification, as well as the Bagging mechanism to handle the irregularities in feature space. Supervised autoencoder has been exploited to learn an optimal latent space from heterogeneous features and perform classification on top of the learned latent space. In particular, the Bagging mechanism has been employed in the learning process to construct various samples of original data to tackle the problem that arises from imbalanced data and irregularities of features in latent space. Extensive experiments on various real-world and benchmark datasets validate the superiority and robustness of the proposed method in predicting the outcome of loan applications.",2023
Deep learning for finance: deep portfolios,"We explore the use of deep learning hierarchical models for problems in financial prediction and classification. Financial prediction problems - such as those presented in designing and pricing securities, constructing portfolios, and risk management - often involve large data sets with complex data interactions that currently are difficult or impossible to specify in a full economic model. Applying deep learning methods to these problems can produce more useful results than standard methods in finance. In particular, deep learning can detect and exploit interactions in the data that are, at least currently, invisible to any existing financial economic theory. Copyright (c) 2016 John Wiley & Sons, Ltd.",2017
Forecasting volatility index by temporal convolutional neural network,"Forecasting volatility is essential to avoiding the risk caused by the uncertainties of an financial asset. Complicated financial volatility features such as ambiguity between non-stationarity and stationarity, asymmetry, long-memory, sudden fairly large values like outliers bring great challenges to volatility forecasts. In order to address such complicated features implicity, we consider machine leaning models such as LSTM (1997) and GRU (2014), which are known to be suitable for existing time series forecasting. However, there are the problems of vanishing gradients, of enormous amount of computation, and of a huge memory. To solve these problems, a causal temporal convolutional network (TCN) model, an advanced form of 1D CNN, is also applied. It is confirmed that the overall forecasting power of TCN model is higher than that of the RNN models in forecasting VIX, VXD, and VXN, the daily volatility indices of S&P 500, DJIA, Nasdaq, respectively.",2023
Financial Volatility Forecasting: A Sparse Multi-Head Attention Neural Network,"Accurately predicting the volatility of financial asset prices and exploring its laws of movement have profound theoretical and practical guiding significance for financial market risk early warning, asset pricing, and investment portfolio design. The traditional methods are plagued by the problem of substandard prediction performance or gradient optimization. This paper proposes a novel volatility prediction method based on sparse multi-head attention (SP-M-Attention). This model discards the two-dimensional modeling strategy of time and space of the classic deep learning model. Instead, the solution is to embed a sparse multi-head attention calculation module in the network. The main advantages are that (i) it uses the inherent advantages of the multi-head attention mechanism to achieve parallel computing, (ii) it reduces the computational complexity through sparse measurements and feature compression of volatility, and (iii) it avoids the gradient problems caused by long-range propagation and therefore, is more suitable than traditional methods for the task of analysis of long time series. In the end, the article conducts an empirical study on the effectiveness of the proposed method through real datasets of major financial markets. Experimental results show that the prediction performance of the proposed model on all real datasets surpasses all benchmark models. This discovery will aid financial risk management and the optimization of investment strategies.",2021
Deep Learning-Based Intelligent Image Recognition and Its Applications in Financial Technology Services,"The financial technology service industry involves a large number of image and text information processing tasks. By automatically processing images and text information, financial institutions can greatly reduce labor costs, improve overall operational efficiency, and help financial institutions identify and predict risks more accurately, thereby improving risk management capabilities. The existing image symbol recognition and scene text detection methods may be affected in terms of recognition accuracy when processing complex scenes, low-resolution images or texts affected by obstacles, distortions and other factors. To this end, this study conducts an in-depth study on the application of deep learning-based intelligent image recognition in financial technology services. It elaborates the application scenarios of image symbol recognition and scene text detection in financial technology services. The ASTER model is improved, and the combination of attention mechanism sequential decoding can effectively capture local information and global dependencies in the feature sequence, thereby improving the recognition accuracy of the image symbol recognition model. By focusing on the center point position information of the text, pixels with the same center point are aggregated to reduce the interference between adjacent texts to some extent, achieving more accurate text segmentation. Experimental results validate the effectiveness of the method in this study.",2023
DESIGNING A DEEP LEARNING-BASED FINANCIAL DECISION SUPPORT SYSTEM FOR FINTECH TO SUPPORT CORPORATE CUSTOMER'S CREDIT EXTENSION,"In the banking business, Machine Learning (ML) is critical for averting financial losses. Credit risk evaluation is perhaps the most important prediction task that may result in billions of dollars in damages each year (i.e., the risk of default on debt). Gradient Boosted Decision Tree (GBDT) models are now responsible for a large portion of the improvements in ML for predicting credit risk. However, these improvements begin to stagnate without adding pricey new data sources or carefully designed features. In this work, we describe our efforts to develop a unique Deep Learning (DL)-based technique for assessing credit risk that does not rely on additional model inputs. We present a new credit decision support approach with Gated Recurrent Unit (GRU) and Convolutional Neural Networks (CNN) that uses lengthy historical sequences of financial data while requiring few resources. We show that our DL technique, which uses Term Frequency-Inverse Document Frequency (TF-IDF) pre-classifiers, outperforms the benchmark models, resulting in considerable cost savings and early credit risk identification. We also show how our method may be utilized in a production setting, where our sampling methodology allows sequences to be effectively kept in memory and used for quick online learning and inference.",2022
Can public opinions improve the effect of financial early warning ? -- an empirical study on the new energy industry,"Public opinion will significantly affect investor decision -making and stock prices, which ultimately has an impact on the long-term development of the new energy industry. This paper mainly aims to delve in the impact of public opinion on the efficacy of financial risk early warning effect and try to establish an enhanced financial risk early warning model for the new energy list companies. To achieve this, we collect the financial data and public evaluation texts of 185 new energy listed companies, converting the text into emotional indicators which are combined with financial indicators to build a financial risk early warning model for new energy listed companies. The contributions of this paper are as follows: (1) The experiment validation demonstrates that the combination of 7 deep learning models and Bagging algorithm highly improves the accuracy of the sentiment analysis model, achieving an accuracy of 84.09%. (2) The accuracy of financial early warning models is generally enhanced after adding sentiment indicators, among which the accuracy of the BP neural network model reached 95.78%. (3) Through clustering analysis, the evaluation models can productively divide the warning intervals, thereby bolstering the interpretability and applicability of early warning results. Therefore, we suggest that when establishing the financial early warning system, it ' s necessary to take public opinions into consideration. Aside from improving the early warning effect, it also can be used as a separate indicator for daily monitoring.",2024
A new fusion neural network model and credit card fraud identification,"Credit card fraud identification is an important issue in risk prevention and control for banks and financial institutions. In order to establish an efficient credit card fraud identification model, this article studied the relevant factors that affect fraud identification. A credit card fraud identification model based on neural networks was constructed, and in-depth discussions and research were conducted. First, the layers of neural networks were deepened to improve the prediction accuracy of the model; second, this paper increase the hidden layer width of the neural network to improve the prediction accuracy of the model. This article proposes a new fusion neural network model by combining deep neural networks and wide neural networks, and applies the model to credit card fraud identification. The characteristic of this model is that the accuracy of prediction and F1 score are relatively high. Finally, use the random gradient descent method to train the model. On the test set, the proposed method has an accuracy of 96.44% and an F1 value of 96.17%, demonstrating good fraud recognition performance. After comparison, the method proposed in this paper is superior to machine learning models, ensemble learning models, and deep learning models.",2024
