Article Title,Abstract,Publication Year
Pricing options with exponential Levy neural network,"In this paper, we propose the exponential Levy neural network (ELNN) for option pricing, which is a new non-parametric exponential Levy model using artificial neural networks (ANN). The ELNN fully integrates the ANNs with the exponential Levy model, a conventional pricing model. So, the ELNN can improve ANN-based models to avoid several essential issues such as unacceptable outcomes and inconsistent pricing of over-the-counter products. Moreover, the ELNN is the first applicable non-parametric exponential Levy model by virtue of outstanding researches on optimization in the field of ANN. The existing non-parametric models are rather not robust for application in practice. The empirical tests with S&P 500 option prices show that the ELNN fits the data better than two parametric exp-Levy models and its estimates are less overfit than another network-based model. (C) 2019 Elsevier Ltd. All rights reserved.",2019
Deep Equal Risk Pricing of Financial Derivatives with Non-Translation Invariant Risk Measures,"The objective is to study the use of non-translation invariant risk measures within the equal risk pricing (ERP) methodology for the valuation of financial derivatives. The ability to move beyond the class of convex risk measures considered in several prior studies provides more flexibility within the pricing scheme. In particular, suitable choices for the risk measure embedded in the ERP framework, such as the semi-mean-square-error (SMSE), are shown herein to alleviate the price inflation phenomenon observed under the tail value at risk-based ERP as documented in previous work. The numerical implementation of non-translation invariant ERP is performed through deep reinforcement learning, where a slight modification is applied to the conventional deep hedging training algorithm so as to enable obtaining a price through a single training run for the two neural networks associated with the respective long and short hedging strategies. The accuracy of the neural network training procedure is shown in simulation experiments not to be materially impacted by such modification of the training algorithm.",2023
Equal risk pricing of derivatives with deep hedging,"This article provides a universal and tractable methodology based on deep reinforcement learning to implement the equal risk pricing framework for financial derivatives pricing under very general conditions. The equal risk pricing framework entails solving for a derivative price which equates the optimally hedged residual risk exposure associated, respectively, with the long and short positions in the contingent claim. The solution to the hedging optimization problem considered, which is inspired from the [Marzban, S., Delage, E. and Li, J.Y., Equal risk pricing and hedging of financial derivatives with convex risk measures. arXiv preprint arXiv:2002.02876, 2020.] framework relying on convex risk measures, is obtained through the use of the deep hedging algorithm of [Buehler, H., Gonon, L., Teichmann, J. and Wood, B., Deep hedging.Q. Finance, 2019,19, 1271-1291]. Consequently, the current paper's approach allows for the pricing and the hedging of a very large number of contingent claims (e.g. vanilla options, exotic options, options with multiple underlying assets) with multiple liquid hedging instruments under a wide variety of market dynamics (e.g. regime-switching, stochastic volatility, jumps). A novel epsilon-completeness measure allowing for the quantification of the residual hedging risk associated with a derivative is also proposed. The latter measure generalizes the one presented in [Bertsimas, D., Kogan, L. and Lo, A.W., Hedging derivative securities and incomplete markets: an epsilon-arbitrage approach.Oper. Res., 2001,49, 372-397.] based on the quadratic penalty. Monte Carlo simulations are performed under a large variety of market dynamics to demonstrate the practicability of our approach, to perform benchmarking with respect to traditional methods and to conduct sensitivity analyses. Numerical results show, among others, that equal risk prices of out-of-the-money options are significantly higher than risk-neutral prices stemming from conventional changes of measure across all dynamics considered. This finding is shown to be shared by different option categories which include vanilla and exotic options.",2021
A probabilistic approach for the valuation of variance swaps under stochastic volatility with jump clustering and regime switching,"The effects of stochastic volatility, jump clustering, and regime switching are considered when pricing variance swaps. This study established a two-stage procedure that simplifies the derivation by first isolating the regime switching from other stochastic sources. Based on this, a novel probabilistic approach was employed, leading to pricing formulas with time-dependent and regime-switching parameters. The formulated solutions were easy to implement and differed from most existing results of variance swap pricing, where Fourier inversion or fast Fourier transform must be performed to obtain the final results, since they are completely analytical without involving integrations. The numerical results indicate that jump clustering and regime switching have a significant influence on variance swap prices.",2024
Improved option pricing using artificial neural networks and bootstrap methods,"A hybrid neural network is used to predict the difference between the conventional option-pricing model and observed intraday option prices for stock index option futures. Confidence intervals derived with bootstrap methods are used in a trading strategy that only allows trades outside the estimated range of spurious model fits to be executed. Whilst hybrid neural network option pricing models can improve predictions they have bias. The hybrid option-pricing bias can be reduced with bootstrap methods. A modified bootstrap predictor is indexed by a parameter that allows the predictor to range from a pure bootstrap predictor, to a hybrid predictor, and finally the bagging predictor. The modified bootstrap predictor outperforms the hybrid and bagging predictors. Greatly improved performance was observed on the boundary of the training set and where only sparse training data exists. Finally, bootstrap bias estimates were studied.",1997
Pricing financial derivatives with neural networks,"Neural network algorithms are applied to the problem of option pricing and adopted to simulate the nonlinear behavior of such financial derivatives. Two different kinds of neural networks, i.e. multi-layer perceptrons and radial basis functions, are used and their performances compared in detail. The analysis is carried out both for standard European options and American ones, including evaluation of the Greek letters, necessary for hedging purposes. Detailed numerical investigation show that, after a careful phase of training, neural networks are able to predict the value of options and Greek letters with high accuracy and competitive computational time. (C) 2004 Elsevier B.V. All rights reserved.",2004
Howard's algorithm for high-order approximations of American options under jump-diffusion models,"Data-driven approaches to price computations of financial options are gaining in importance relative to methods based on numerical solutions of the pricing equations. Comparisons between artificial neural networks and the Black-Scholes pricing model have shown that the machine learning technique compares well in terms of performance with the parametric model. A Bayesian neural network model has recently been employed for predicting the price of options under jump-diffusion models since jump processes have a better capability of fitting market options data. The potential applicability of data-driven models for generating price approximations under jump processes is high, but due to the need of ensuring that computed prices are arbitrage-free, validation by the often employed partial differential equations approach is important. This work proposes a new algorithm that can be used for comparing prices obtained by a learning algorithm for diffusion models with jumps. Two directions are chosen in order to develop a competitive algorithm. The first is employing a higher-order discretisation of the pricing partial integro-differential equation and second using a more efficient numerical procedure for the solution of the resulting linear complementarity problem. Howard's algorithm or policy iteration is one such procedure for the second phase, but application of this method requires that the coefficient matrix is monotone. The combination of high-order approximations for the derivative and integral terms with policy iteration yields an accurate and efficient computational technique, and these properties are illustrated using an extensive set of numerical examples.",2020
A Physics informed neural network approach for solving time fractional Black-Scholes partial differential equations,"We present a novel approach for solving time fractional Black-Scholes partial differential equations (tfBSPDEs) using Physics Informed Neural Network (PINN) approach. Traditional numerical methods are faced with challenges in solving fractional PDEs due to the non-locality and non-differentiability nature of fractional derivative operators. By leveraging the ideas of Riemann sums and the refinement of tagged partitions of the time domain, we show that fractional derivatives can directly be incorporated into the loss function when applying the PINN approach to solving tfBSPDEs. The approach allows for the simultaneous learning of the underlying process dynamics and the involved fractional derivative operator without a need for the use of numerical discretization of the fractional derivatives. Through some numerical experiments, we demonstrate that, the PINN approach is efficient, accurate and computationally inexpensive particularly when dealing with high frequency and noisy data. This work augments the understanding between advanced mathematical modeling and machine learning techniques, contributing to the body of knowlege on the advancement of accurate derivative pricing models.",2024
Evaluating growth options as sources of value for pharmaceutical research projects,"The financial value of research projects is difficult to assess because they are highly uncertain. Often, the result is either an overly conservative approach to strategic innovation, based on net present value analyses, or an overly aggressive approach based on optimistic qualitative portfolios. R&D project evaluation requires recognizing threats as well as opportunities from uncertain events, and incorporating flexibility in managerial action in response to them. Real options pricing analysis is a widely discussed tool for evaluating such managerial flexibility. The limitation of options pricing lies in its requirement for complete financial markets, in which a replicating asset can be found that reproduces (or, at least, is correlated with) the project's payoffs in all possible states of the world. However, the major risks of research projects are typically project specific and cannot be replicated in external markets. In this situation, a decision tree is a better tool to represent managerial options during execution of the project, and to evaluate its value. A decision tree is equivalent to options pricing for risks that can be priced in the financial markets (if trading of securities is explicitly included), and moreover, it can incorporate risks and flexibility that are not traded in financial markets. Using decision trees, we demonstrate a quantitative evaluation of compound growth options from research at BestPharma, a large international pharmaceutical company. A growth option is a future opportunity that may arise from a current R&D investment. The growth option may not be related to the primary purpose of the R&D project, or not even be directly foreseeable. Kester (1984) has argued that growth options may account for a large part of project value. BestPharma faced the problem of choosing among several strategic research initiatives. They developed a decision tree representation of the projects, which helped to provide transparency about project value and strategic options. Most importantly, carefully thinking through the tree helped to identify growth options, represented by additional branches in the tree, and to quantify that they represented major sources of value.",2001
Option Pricing With Modular Neural Networks,"This paper investigates a nonparametric modular neural network (MNN) model to price the S&P-500 European call options. The modules are based on time to maturity and moneyness of the options. The option price function of interest is homogeneous of degree one with respect to the underlying index price and the strike price. When compared to an array of parametric and nonparametric models, the MNN method consistently exerts superior out-of-sample pricing performance. We conclude that modularity improves the generalization properties of standard feedforward neural network option pricing models (with and without the homogeneity hint).",2009
Option Pricing Based on the Residual Neural Network,"We employ an innovative deep learning method to price options quickly and accurately. Specifically, we construct the Residual Neural Network model (ResNet) by two different basic residual blocks with three one-dimensional convolution layers and a shortcut. This model is a generalized option pricing method, and it can be used to approximate the option pricing formula without any assumptions. Besides, the model also can be easily extended to the deep ResNet model to achieve higher prediction accuracy. Comprehensive numerical experiments show that the deep ResNet model has excellent performance in the pricing of 50ETF options in the Chinese market, and the prediction accuracy of our model is higher than that of commonly used deep learning models, including deep neural network (DNN) and fully convolutional networks (FCN).",2024
Credit default swap pricing with counterparty risk in a reduced form model with Hawkes process,"In this article, we investigate the pricing of credit default swaps (CDS) while taking into account counterparty risk. We adopt a reduced form model with a self-exciting Hawkes process that allows for clustering in the default intensity. By solving the partial differential equations, we derive semi-analytical formulas for the joint survival probability density and the first default probability density. To obtain the numerical solutions for CDS pricing, we use the Runge-Kutta numerical method. Through our numerical analysis, by comparing the CDS pricing under the Poisson process, we find that the CDS pricing model under the Hawkes process provides a more general and richer structure and better describes the default risk of contagion.",2025
Deterministic modelling of implied volatility in cryptocurrency options with underlying multiple resolution momentum indicator and non-linear machine learning regression algorithm,"Modeling implied volatility (IV) is important for option pricing, hedging, and risk management. Previous studies of deterministic implied volatility functions (DIVFs) propose two parameters, moneyness and time to maturity, to estimate implied volatility. Recent DIVF models have included factors such as a moving average ratio and relative bid-ask spread but fail to enhance modeling accuracy. The current study offers a generalized DIVF model by including a momentum indicator for the underlying asset using a relative strength index (RSI) covering multiple time resolutions as a factor, as momentum is often used by investors and speculators in their trading decisions, and in contrast to volatility, RSI can distinguish between bull and bear markets. To the best of our knowledge, prior studies have not included RSI as a predictive factor in modeling IV. Instead of using a simple linear regression as in previous studies, we use a machine learning regression algorithm, namely random forest, to model a nonlinear IV. Previous studies apply DVIF modeling to options on traditional financial assets, such as stock and foreign exchange markets. Here, we study options on the largest cryptocurrency, Bitcoin, which poses greater modeling challenges due to its extreme volatility and the fact that it is not as well studied as traditional financial assets. Recent Bitcoin option chain data were collected from a leading cryptocurrency option exchange over a four-month period for model development and validation. Our dataset includes short-maturity options with expiry in less than six days, as well as a full range of moneyness, both of which are often excluded in existing studies as prices for options with these characteristics are often highly volatile and pose challenges to model building. Our in-sample and out-sample results indicate that including our proposed momentum indicator significantly enhances the model's accuracy in pricing options. The nonlinear machine learning random forest algorithm also performed better than a simple linear regression. Compared to prevailing option pricing models that employ stochastic variables, our DIVF model does not include stochastic factors but exhibits reasonably good performance. It is also easy to compute due to the availability of real-time RSIs. Our findings indicate our enhanced DIVF model offers significant improvements and may be an excellent alternative to existing option pricing models that are primarily stochastic in nature.",2024
An R & D Project Dealing with Mechanical Bits and Pieces in Real Option Analysis,"The goal of this paper is to study the R&D project under incomplete information. We extend the multi-step quadrinomial option pricing model through a practical case, which is the R&D project of the machinery to deal with mechanical bits and pieces. We pricing the real options valuation (ROV) of the project and show a decision tree, which can provide managers flexible decisions to analyze technology and market uncertainty.",2012
"Option pricing and profitability: A comprehensive examination of machine learning, Black-Scholes, and Monte Carlo method","Options pricing remains a critical aspect of finance, dominated by traditional models such as Black-Scholesand binomial tree. However, as market dynamics become more complex, numerical methods such as Monte Carlosimulation are accommodating uncertainty and offering promising alternatives. In this paper, we examine howeffective different options pricing methods, from traditional models to machine learning algorithms, are at pre-dicting KOSPI200 option prices and maximizing investment returns. Using a dataset of 2023, we compare theperformance of models over different time frames and highlight the strengths and limitations of each model.In particular, we find that machine learning models are not as good at predicting prices as traditional modelsbut are adept at identifying undervalued options and producing significant returns. Our findings challenge exist-ing assumptions about the relationship between forecast accuracy and investment profitability and highlight thepotential of advanced methods in exploring dynamic financial environments.",2024
SF-Transformer: A Mutual Information-Enhanced Transformer Model with Spot-Forward Parity for Forecasting Long-Term Chinese Stock Index Futures Prices,"The complexity in stock index futures markets, influenced by the intricate interplay of human behavior, is characterized as nonlinearity and dynamism, contributing to significant uncertainty in long-term price forecasting. While machine learning models have demonstrated their efficacy in stock price forecasting, they rely solely on historical price data, which, given the inherent volatility and dynamic nature of financial markets, are insufficient to address the complexity and uncertainty in long-term forecasting due to the limited connection between historical and forecasting prices. This paper introduces a pioneering approach that integrates financial theory with advanced deep learning methods to enhance predictive accuracy and risk management in China's stock index futures market. The SF-Transformer model, combining spot-forward parity and the Transformer model, is proposed to improve forecasting accuracy across short and long-term horizons. Formulated upon the arbitrage-free futures pricing model, the spot-forward parity model offers variables such as stock index price, risk-free rate, and stock index dividend yield for forecasting. Our insight is that the mutual information generated by these variables has the potential to significantly reduce uncertainty in long-term forecasting. A case study on predicting major stock index futures prices in China demonstrates the superiority of the SF-Transformer model over models based on LSTM, MLP, and the stock index futures arbitrage-free pricing model, covering both short and long-term forecasting up to 28 days. Unlike existing machine learning models, the Transformer processes entire time series concurrently, leveraging its attention mechanism to discern intricate dependencies and capture long-range relationships, thereby offering a holistic understanding of time series data. An enhancement of mutual information is observed after introducing spot-forward parity in the forecasting. The variation of mutual information and ablation study results highlights the significant contributions of spot-forward parity, particularly to the long-term forecasting. Overall, these findings highlight the SF-Transformer model's efficacy in leveraging spot-forward parity for reducing uncertainty and advancing robust and comprehensive approaches in long-term stock index futures price forecasting.",2024
Predicting option prices: From the Black-Scholes model to machine learning methods,"In the ever-changing landscape of financial markets, accurate option pricing remains critical for investors, traders and financial institutions. Traditionally, the Black-Scholes (B&S) model has been the cornerstone for option pricing, providing a solid framework based on mathematical and physical principles. Nevertheless, the B&S model has some limitations, such as the restriction to European options, the absence of dividends, constant volatility, etc. Studies and academic literature on the application of machine learning models in the financial sector are rapidly increasing. The main objective of this paper is to provide a comprehensive comparative analysis between the traditional B&S model and the most commonly used machine learning algorithms such as Artificial Neural Networks (ANNs). The rationale is twofold. First, to examine the assumptions of the B&S model, such as constant volatility and a perfectly efficient market, in light of the complexity of the real world, even though it is recognized that the model has been known as a pillar for decades. Secondly, to emphasize that the proliferation of big data and advances in computing power have fuelled the rise of machine learning techniques in finance. These algorithms have remarkable capabilities in discovering non-linear patterns and extracting information from large data sets, providing a compelling alternative to traditional quantitative methods. Machine learning offers a new way to capture and model such complex financial dynamics, which can lead to more accurate pricing models. By comparing the B&S model and some machine learning approaches, this paper aims to shed light on their respective strengths, weaknesses and applicability in the context of options pricing using real data. Through rigorous empirical analyses and performance metrics, our results demonstrate the importance of using machine learning techniques that can outperform or complement the established B&S model in predicting option prices by achieving higher prediction accuracy.",2025
Price Behavior of Stock Index Futures: Evidence from the FTSE Xinhua China A50 and H-Share Index Futures Markets,"This study presents empirical evidence related to futures pricing for the SGX FTSE Xinhua China A50 and HKEx H-share index futures markets. First, whether the cost-of-carry model can describe the relationship between index futures prices and underlying stock indexes is examined. As anticipated, the cost of carry model cannot accurately predict the prices of these two index futures, because the two underlying Chinese stock markets display high price volatility. Furthermore, the empirical results indicate that different risk-free interest rate proxies have little effect on the mispricing of the cost-of-carry model. Next, this study compares the pricing performance of the cost-of-carry model and the Hemler-Longstaff (1991) model with stock market volatility. Empirical results demonstrate that incorporating stock market volatility into pricing models appears beneficial for estimating prices on these two index futures. Furthermore, the component GARCH model improves the pricing performance of the Hemler-Longstaff model. Finally, the autocorrelation and regression results suggest high persistence in mispricings.",2011
Empirical of the Taiwan stock index option price forecasting model - applied artificial neural network,"This work presents a novel neural network model for forecasting option prices using past volatilities and other options market factors. Out of different approaches to estimating volatility in the option pricing model, this study uses backpropagation neural network to forecast prices for Taiwanese stock index options. The ability to develop accurate forecasts of grey prediction volatility enables practitioners to establish an appropriate hedging strategy at in-the-money option.",2009
A hybrid modeling approach for option pricing,"The complexity of option pricing has led many researchers to develop sophisticated models for such purposes. The commonly used Black-Scholes model suffers from a number of limitations. One of these limitations is the assumption that the underlying probability distribution is lognormal and this is so controversial. We propose a couple of hybrid models to reduce these limitations and enhance the ability of option pricing. The key input to option pricing model is volatility. In this paper, we use three popular GARCH type model for estimating volatility. Then, we develop two non-parametric models based on neural networks and neuro-fuzzy networks to price call options for S&P 500 index. We compare the results with those of Black-Scholes model and show that both neural network and neuro-fuzzy network models outperform Black-Scholes model. Furthermore, comparing the neural network and neuro-fuzzy approaches, we observe that for at-the-money options, neural network model performs better and for both in-the-money and an out-of-the money option, neuro-fuzzy model provides better results.",2011
Use of a principal components analysis for the generation of daily time series,"A new approach for generating daily time series is considered in response to the weather-derivatives market. This approach consists of performing a principal components analysis to create independent variables, the values of which are then generated separately with a random process. Weather derivatives are financial or insurance products that give companies the opportunity to cover themselves against adverse climate conditions. The aim of a generator is to provide a wider range of feasible situations to be used in an assessment of risk. Generation of a temperature time series is required by insurers or bankers for pricing weather options. The provision of conditional probabilities and a good representation of the interannual variance are the main challenges of a generator when used for weather derivatives. The generator was developed according to this new approach using a principal components analysis and was applied to the daily average temperature time series of the Paris-Montsouris station in France. The observed dataset was homogenized and the trend was removed to represent correctly the present climate. The results obtained with the generator show that it represents correctly the interannual variance of the observed climate; this is the main result of the work, because one of the main discrepancies of other generators is their inability to represent accurately the observed interannual climate variance-this discrepancy is not acceptable for an application to weather derivatives. The generator was also tested to calculate conditional probabilities: for example, the knowledge of the aggregated value of heating degree-days in the middle of the heating season allows one to estimate the probability if reaching a threshold at the end of the heating season. This represents the main application of a climate generator for use with weather derivatives.",2004
HDD and CDD option pricing with market price of weather risk for Taiwan,"This study extends the long-term temperature model proposed by Alaton et al. (2002) by taking into account ARCH/GARCH effects to reflect the clustering of volatility in temperature. The fixed variance model and the ARCH model are estimated using Taiwan weather data from 1974 through 2003. The results show that for HDD/CDD the call price is higher under ARCH-effects variance than under fixed variance, while the put price is lower. Although different pricing methods are employed in pricing weather options, the effects of mean and standard deviation on option prices are mathematically proved to be the same as those in pricing traditional financial derivatives using the Black-Scholes formula. (c) 2008 Wiley Periodicals, Inc.",2008
Multi-stage evaluation of R&D IT projects - Based on compound options,"Considering the characteristics of IT R&D, this paper introduced the concept of compound options into the evaluation of IT R&D investment, and proposed a compound options approach to evaluate multi-stage investment. This paper divided R&D project into three stages, including pre-experiment, large-scale research and commercialization. The options comprised in these three stages were viewed as compound options to be priced and evaluated. Referring to different features of these three stages, three approaches, i.e., binomial decision tree of single option, binomial decision tree of multi-stage options, and modified B-S model with a risk-averting investor, were set up to evaluate the values of these three stages respectively Moreover, a systematic pricing model which is easy to operate on practical evaluation of IT R&D investment options was discussed. Finally an example of the value evaluation for an IT R&D investment project was given to demonstrate the application.",2008
Calculations of fractional derivative option pricing models based on neural network,"The work adopts the neural network algorithm to derive optimized series solutions of fractional option pricing equations. The studied models include Caputo time-fractional equation and space-time fractional differential equations. The solutions of fractional derivative models are made up of the time variable and the kernel functions of RBF neural network. According to the characteristics of the models, the information function, the test solution, the output function and the loss function are established in turn. And then the optimal parameters of the solution structures of fractional derivative models are calculated by the designed neural network in conjunction with Chinese market data. For Caputo time-fractional model, the pricing results under different kernel functions, with or without cluster analysis, are compared through numerical analysis and illustration. The results of cluster analysis are better than those without cluster analysis. For spacetime fractional models, comparative studies between the pricing results under Caputo and conformable fractional derivatives and those from conformable fractional derivative are made and analyzed by the market data. The numerical simulations indicate that the space-time fractional derivative models have strong predictive abilities. Application analyses show that it is feasible and operable for fractional calculus tool and neural network algorithm to jointly act on the pricing problems of financial derivatives. & COPY; 2023 Published by Elsevier B.V.",2024
A FINANCIAL OPTION PRICING MODEL BASED ON LEARNING ALGORITHMS,The Black-Scholes option pricing model provides theoretical values for the put and call options when do not pay dividends. In this work we compare these theoretical values with the obtained ones by a neural network that is applied to the option pricing market on the Ibex-35 index. Our result shows that the neural network is superior by the Black-Scholes model analyzing the kindness of the adjustment for the ME (mean of the option price errors) and RMSE (root mean square error).,2009
Derivatives of feed-forward neural networks and their application in real-time market risk management,"Market risk management of financial derivatives requires the efficient calculation of their price sensitivities with respect to changes in market factors. This paper shows how a deep feed-forward neural network which has been trained for pricing derivative instruments can be efficiently used to calculate these sensitivities as well. The proposed method is a fast and easily implementable alternative approach to automatic differentiation, and it simultaneously calculates all the first- and second-order derivatives of a multilayer feed-forward neural network with respect to its input features. The paper quantifies the performance improvement of the proposed method over a recent, publicly available implementation of automatic differentiation for a wide range of network sizes. The number of input parameters in these networks corresponds to those of commonly used financial models with stochastic volatility. The numerical accuracy of the proposed sensitivity calculations is demonstrated with a case study, calculating price sensitivities of European options under stochastic volatility. While the paper focuses on financial applications, the results presented herein are applicable to all deep feed-forward neural networks with sufficiently smooth activation functions.",2022
Fractional versus decimal pricing: Evidence from the UK Long Gilt futures market,"This paper analyses the impact of a move from fractional to decimal pricing in the UK Long Gilt futures; market, and thus offers a unique insight to tick size reduction and decimalization in a derivatives market setting. The reduced tick size leads to an increase in price clustering. The bid-ask spread, measured in ticks, increases following the tick size reduction. However, due to a reduced tick value, the monetary value of the spread declines. There is a substantial reduction in mean trade size as reduced-depth orders become trades. The mean daily number of transactions increases, which is entirely consistent with increased volume and decreased mean trade size. (c) 2005 Wiley Periodicals, Inc.",2005
Option decision tree method of project evaluation under uncertainty environment,"Under uncertain environment, orthodox evaluation method such as NPV underestimates the value of project investment of company. Option decision tree (ODT), based on the characters of financial options, is used to make up for NPV shortages. Option decision tree method embedded real option thinking takes the value of uncertainty environment into account. Taking advantage of option decision tree, the paper has given respectively the real option value of the varied decisions by adopting different option pricing,formulations (B-S, McDonald and Siegel). This paper has given further discusses of the magnitude and the influence of uncertainty in making decision. Comparing the results of option decision tree evaluation with that of traditional methods, finally, this paper concludes that the option decision tree method considers the uncertainty value and chooses the maximum value of project according to the value of different contingent claims, and then make one invest more effectively and scientifically.",2004
A neural network versus Black-Scholes: A comparison of pricing and hedging performances,"The Black-Scholes formula is a well-known model for pricing and hedging derivative securities. It relies, however, on several highly questionable assumptions. This paper examines whether a neural network (MLP) can be used to find a call option pricing formula better corresponding to market prices and the properties of the underlying asset than the Black-Scholes formula' The neural network method is applied to the out-of-sample pricing and delta-hedging of daily Swedish stock index call options from 1997 to 1999. The relevance of a hedge-analysis is stressed further in this paper. As benchmarks, the Black-Scholes model with historical and implied volatility estimates are used. Comparisons reveal that the neural network models outperform the benchmarks both in pricing and hedging performances. A moving block bootstrap is used to test the statistical significance of the results. Although the neural networks are superior, the results are sometimes insignificant at the 5% level. Copyright (C) 2003 John Wiley Sons, Ltd.",2003
Artificial Neural Networks Performance in WIG20 Index Options Pricing,"In this paper, the performance of artificial neural networks in option pricing was analyzed and compared with the results obtained from the Black-Scholes-Merton model, based on the historical volatility. The results were compared based on various error metrics calculated separately between three moneyness ratios. The market data-driven approach was taken to train and test the neural network on the real-world options data from 2009 to 2019, quoted on the Warsaw Stock Exchange. The artificial neural network did not provide more accurate option prices, even though its hyperparameters were properly tuned. The Black-Scholes-Merton model turned out to be more precise and robust to various market conditions. In addition, the bias of the forecasts obtained from the neural network differed significantly between moneyness states. This study provides an initial insight into the application of deep learning methods to pricing options in emerging markets with low liquidity and high volatility.",2022
Neural network regression for Bermudan option pricing,"The pricing of Bermudan options amounts to solving a dynamic programming principle, in which the main difficulty, especially in high dimension, comes from the conditional expectation involved in the computation of the continuation value. These conditional expectations are classically computed by regression techniques on a finite-dimensional vector space. In this work, we study neural networks approximations of conditional expectations. We prove the convergence of the well-known Longstaff and Schwartz algorithm when the standard least-square regression is replaced by a neural network approximation, assuming an efficient algorithm to compute this approximation. We illustrate the numerical efficiency of neural networks as an alternative to standard regression methods for approximating conditional expectations on several numerical examples.",2021
A hybrid option pricing model using a neural network for estimating volatility,"The Black-Scholes (BS) model is the standard approach used for pricing financial options. However, although being theoretically strong, option prices valued by the model often differ from the prices observed in the financial markets. This paper applies a hybrid neural network which preprocesses financial input data for improving the estimation of option market prices. This model is comprised of two parts. The first part is a neural network developed to estimate volatility. The second part is an additional neural network developed to value the difference between the BS model results and the actual market option prices. The resulting option price is then a summation between the BS model and the network response. The hybrid system with a neural network for estimating volatility provides better performance in terms of pricing accuracy than either the BS model with historical volatility (HV), or the BS model with volatility valued by the neural network.",2007
Public support for carbon pricing policies and revenue recycling options: a systematic review and meta-analysis of the survey literature,"Since public support is critical for implementing carbon pricing policies, we conduct a systematic review and meta-analysis to examine the survey-based literature on change in public support for direct and indirect carbon pricing policies with and without revenue recycling options. Following a comprehensive and transparent machine-learning assisted screening of the literature, our dataset comprises 35 studies containing 70 surveys across 26 countries with over 100,000 respondents. We find that the introduction of any type of revenue recycling option increases public support for carbon pricing. Results from our meta-regression indicate that green spending (i.e. using revenues for climate-friendly projects) is the only revenue recycling option associated with a statistically significant increase in public support. Our findings moreover suggest that the effects may depend on which region the survey was carried out, highlighting the need for additional research in countries in the regions of Africa and Latin America and the Caribbean.",2024
Pricing Vulnerable Options with Jump Clustering,"This paper presents a valuation of vulnerable European options using a model with self-exciting Hawkes processes that allow for clustered jumps rather than independent jumps. Many existing valuation models can be regarded as special cases of the model proposed here. Using numerical analyses, this study also performs sensitivity analyses and compares the results to those of existing models for European call options. The results show that jump clustering has a significant impact on the option value. (c) 2017 Wiley Periodicals, Inc. Jrl Fut Mark",2017
Machine learning solutions to challenges in finance: An application to the pricing of financial products,"The recent fast development of machine learning provides new tools to solve challenges in many areas. In finance, average options are popular financial products among corporations, institutional investors, and individual investors for risk management and investment because average options have the advantages of cheap prices and their payoffs are not very sensitive to the changes of the underlying asset prices at the maturity date, avoiding the manipulation of asset prices and option prices. The challenge is that pricing arithmetic average options requires traditional numerical methods with the drawbacks of expensive repetitive computations and non-realistic model assumptions. This paper proposes a machine-learning method to price arithmetic and geometric average options accurately and in particular quickly. The method is model-free and it is verified by empirical applications as well as numerical experiments.",2020
Option pricing with deep learning: a long short-term memory approach,"This paper presents a deep learning approach for option pricing using a long short-term memory (LSTM) neural network applied to European call options on the S&P 500 index. We utilize a rolling window approach that trains 12 instances of the LSTM model, one for each month of 2021. To gain further insight into the model performance, we use explainable artificial intelligence (XAI) through SHapley Additive Explanations (SHAP). We find that the LSTM model outperforms the Black-Scholes and the Heston models and a multilayer perceptron (MLP) neural network regarding overall pricing accuracy. Most notably, the time-sequencing nature of LSTM enables the proposed model to capture sufficient short-term volatility from recently traded options. This result is still robust when controlling for time-varying volatility dynamics. Thus, the model is less prone to measurement errors in volatility.",2025
A new hybrid parametric and machine learning model with homogeneity hint for European-style index option pricing,"Here, we propose and investigate a hybrid model that combines parametric option pricing models such as Black-Scholes (BS) option pricing model, Monte Carlo option pricing model, and finite difference method with nonparametric machine learning techniques such as support vector regression (SVR) and extreme learning machine-based regression models. The purpose of this model is to support better investment decisions by forecasting the option price with high predictive accuracy. To further reduce the forecasting error, we incorporate a homogeneity hint (i.e., training the model by categorizing the options data based on moneyness and time-to-maturity of the option contract) into the model. We examine the feasibility and effectiveness of this model using a case study to predict the one-day-ahead price of index options traded in the National Stock Exchange of India Limited. Our experimental results show that the proposed new hybrid model is viable and effective and provides better predictive performance as compared with our benchmark models (standard BS Model, standard Monte Carlo, standard finite difference model, and standard SVR Model). For example, the proposed hybrid model using SVR improved, respectively, the root-mean-square error and mean absolute error by 83.66 and 85.46 % (D1 dataset), 78.02 and 76.0 % (D2 dataset), 91.86 and 90.62 % (D3 dataset), and 87.7 and 90.29 % (D4 dataset), when compared with the benchmarked BS model. We observe similar improvements over the other benchmarked models. Therefore, the proposed new hybrid model is a suitable alternative model for option pricing when higher predictive accuracy is desired.",2017
